ID,CONTEXT,SHAPE_OBJECT,SHAPE_DETAILS,WARE,PRODUCTION_PLACE,CONSERVATION,CHRONOLOGY,Context_Survey_Homogenized
5750,T12-127-3-B,Jug,handle,cooking,Import,Poor,Undetermined,T12-127-3
5751,T12-127-3-B,Basin,rim,cooking,Import,Poor,Undetermined,T12-127-3
5752,T12-127-3-B,Amphora,wall,plain,Local,Poor,Undetermined,T12-127-3
5753,T12-127-3-B,Amphora,wall,plain,Import,Poor,Undetermined,T12-127-3
5754,T12-127-3-B,Closed shape,wall,plain,Import,Medium,Modern,T12-127-3
5755,T12-127-3-B,Tile,wall,brown glaze,Import,Medium,Early Modern,T12-127-3
5756,T12-127-3-B,Closed shape,wall,plain,Local,Poor,Undetermined,T12-127-3
5757,T12-127-3-B,Undetermined,wall,plain,Local,Very poor,Undetermined,T12-127-3
5769,T12-127-3-D,Cooking pot,handle,cooking,Import,Poor,Undetermined,T12-127-3
5770,T12-127-3-D,Open shape,Undetermined,plain,Local,Very poor,Undetermined,T12-127-3
5771,T12-127-3-D,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-127-3
5772,T12-127-3-D,Tile,wall,plain,Local,Poor,Undetermined,T12-127-3
5773,T12-127-3-D,Undetermined,wall,plain,Local,Very poor,Undetermined,T12-127-3
5774,T12-127-3-D,Undetermined,wall,plain,Import,Very poor,Undetermined,T12-127-3
5775,T12-127-3-C,Amphora,rim + handle,coarse,Lesbian,Poor,Classical,T12-127-3
5776,T12-127-3-C,Juglet,base,plain,Local,Poor,Undetermined,T12-127-3
5777,T12-127-3-C,Tile,edge,plain,Local,Poor,Undetermined,T12-127-3
5778,T12-127-3-C,Tile,wall,plain,Local,Poor,Undetermined,T12-127-3
5779,T12-127-3-C,Tile,wall,plain,Import,Poor,Undetermined,T12-127-3
5780,T12-127-3-C,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-127-3
5781,T12-127-3-C,Undetermined,wall,plain,Local,Very poor,Undetermined,T12-127-3
5782,T12-127-3-C,Undetermined,wall,plain,Import,Very poor,Undetermined,T12-127-3
8857,T12-129-1-A,Tile,wall,plain,Local,Poor,Classical,T12-129-1
8858,T12-129-1-A,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-1
8859,T12-129-1-A,Amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-129-1
8860,T12-129-1-A,Closed shape,wall,plain,Local,Poor,Classical/Hellenistic,T12-129-1
8861,T12-129-1-A,Undetermined,wall,plain,Local,Poor,Undetermined,T12-129-1
8862,T12-129-1-A,Undetermined,wall,plain,Corinthian,Poor,Undetermined,T12-129-1
8863,T12-129-1-A,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-129-1
8864,T12-129-1-A,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-129-1
8865,T12-129-1-A,Open shape,wall,red glazed,Local,Poor,Archaic/Classical,T12-129-1
8866,T12-129-1-A,Undetermined,wall,red glazed,Local,Poor,Archaic/Classical,T12-129-1
8867,T12-129-1-A,Litharge,profile,Undetermined,Local,Good,Undetermined,T12-129-1
8868,T12-129-1-A,Lekane,base,red glazed,Local,Poor,Classical,T12-129-1
8869,T12-129-1-A,Chytra,rim,cooking,Local,Medium,Archaic,T12-129-1
8870,T12-129-1-A,Tile,edge,plain,Local,Poor,Classical,T12-129-1
8871,T12-129-1-A,Mortar,rim,cooking,Local,Poor,Undetermined,T12-129-1
8872,T12-129-1-A,Bowl,base,coarse,Local,Poor,Bronze Age,T12-129-1
8873,T12-129-1-A,Cooking pot,handle root,coarse,Local,Poor,Undetermined,T12-129-1
8918,T12-129-1-D,Jar,handle,Undetermined,Local,Medium,Middle Bronze Age,T12-129-1
8919,T12-129-1-D,Chytra,rim,cooking,Local,Medium,Archaic/Hellenistic,T12-129-1
8920,T12-129-1-D,Amphora,handle,plain,Local,Medium,Archaic/Hellenistic,T12-129-1
8921,T12-129-1-D,Tile,Undetermined,black glaze,Attic,Medium,Archaic/Hellenistic,T12-129-1
8922,T12-129-1-D,Undetermined,wall,plain,Attic,Poor,Archaic/Hellenistic,T12-129-1
8923,T12-129-1-D,Amphora,wall,plain,Local,Medium,Archaic/Hellenistic,T12-129-1
8924,T12-129-1-D,Undetermined,wall,coarse,Local,Medium,Undetermined,T12-129-1
9006,T12-129-1-C,Table amphora,base,black glaze,Local,Poor,Archaic/Classical,T12-129-1
9007,T12-129-1-C,Amphora,wall,plain,Local,Medium,Undetermined,T12-129-1
9008,T12-129-1-C,Tile,wall,plain,Local,Poor,Undetermined,T12-129-1
9009,T12-129-1-C,Undetermined,wall,plain,Local,Poor,Undetermined,T12-129-1
9010,T12-129-1-C,Open shape,wall,plain,Local,Poor,Undetermined,T12-129-1
9011,T12-129-1-C,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-129-1
11214,T12-129-1-B,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-129-1
11215,T12-129-1-B,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-1
11216,T12-129-1-B,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-129-1
11217,T12-129-1-B,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-129-1
11218,T12-129-1-B,Pithos,wall,coarse,Local,Poor,Prehistoric,T12-129-1
11219,T12-129-1-B,Cup,rim,black glaze,Attic,Medium,Classical,T12-129-1
11220,T12-129-1-B,Undetermined,handle,coarse,Local,Poor,Prehistoric,T12-129-1
11221,T12-129-1-B,Pithos,base,coarse,Local,Poor,Prehistoric,T12-129-1
11222,T12-129-1-B,Pan,rim,coarse,Local,Poor,Bronze Age,T12-129-1
9016,T12-129-2-B,Basin,base,coarse,Local,Poor,Undetermined,T12-129-2
9017,T12-129-2-B,Undetermined,base,plain,Local,Poor,Undetermined,T12-129-2
9018,T12-129-2-B,Undetermined,handle,plain,Local,Poor,Undetermined,T12-129-2
9019,T12-129-2-B,Bowl,rim,plain,Local,Poor,Undetermined,T12-129-2
9020,T12-129-2-B,Amphora,wall,black figure,Corinthian,Poor,Archaic,T12-129-2
9021,T12-129-2-B,Open shape,wall,black glaze,Local,Poor,Archaic,T12-129-2
9022,T12-129-2-B,Undetermined,wall,red glazed,Local,Poor,Archaic/Classical,T12-129-2
9023,T12-129-2-B,Tile,wall,black glaze,Local,Poor,Archaic/Classical,T12-129-2
9024,T12-129-2-B,Undetermined,wall,black glaze,Corinthian,Poor,Geometric/Archaic,T12-129-2
9025,T12-129-2-B,Undetermined,wall,plain,Corinthian,Poor,Undetermined,T12-129-2
9026,T12-129-2-B,Undetermined,wall,plain,Local,Poor,Undetermined,T12-129-2
9027,T12-129-2-B,Undetermined,wall,painted,Import,Poor,Geometric/Archaic,T12-129-2
9028,T12-129-2-B,Undetermined,wall,coarse,Local,Medium,Undetermined,T12-129-2
9029,T12-129-2-B,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-129-2
9030,T12-129-2-B,Undetermined,wall,cooking,Import,Poor,Bronze Age,T12-129-2
9031,T12-129-2-B,Tile,wall,brown glaze,Local,Poor,Archaic/Classical,T12-129-2
9105,T12-129-2-A,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
9106,T12-129-2-A,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
9107,T12-129-2-A,Closed shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-129-2
9108,T12-129-2-A,Open shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-129-2
9109,T12-129-2-A,Closed shape,wall,black glaze,Corinthian,Poor,Archaic,T12-129-2
9110,T12-129-2-A,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-129-2
9111,T12-129-2-A,Undetermined,wall,cooking,Import,Poor,Classical,T12-129-2
9112,T12-129-2-A,Undetermined,wall,cooking,Import,Poor,Archaic/Hellenistic,T12-129-2
9113,T12-129-2-A,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-129-2
9114,T12-129-2-A,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-129-2
9115,T12-129-2-A,Closed shape,base,cooking,Import,Poor,Classical,T12-129-2
9116,T12-129-2-A,Closed shape,handle,cooking,Import,Poor,Classical,T12-129-2
9117,T12-129-2-A,Closed shape,rim,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
9118,T12-129-2-A,Lebes,rim,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
11185,T12-129-2-C,Grinding stone,Undetermined,Undetermined,Import,Very poor,Undetermined,T12-129-2
11186,T12-129-2-C,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-129-2
11187,T12-129-2-C,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
11188,T12-129-2-C,Amphora,wall,plain,Local,Poor,Roman,T12-129-2
11189,T12-129-2-C,Undetermined,wall,plain,Import,Poor,Undetermined,T12-129-2
11190,T12-129-2-C,Undetermined,wall,plain,Local,Poor,Undetermined,T12-129-2
11191,T12-129-2-C,Amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-129-2
11192,T12-129-2-C,Closed shape,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
11193,T12-129-2-C,Tile,wall,plain,Local,Poor,Roman,T12-129-2
11194,T12-129-2-C,Tile,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
11195,T12-129-2-C,Stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-129-2
11196,T12-129-2-C,Open shape,wall,black glaze,Corinthian,Poor,Archaic/Hellenistic,T12-129-2
11197,T12-129-2-C,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-129-2
11198,T12-129-2-C,Open shape,wall,cooking,Local,Poor,Prehistoric,T12-129-2
11199,T12-129-2-C,Closed shape,wall,cooking,Local,Poor,Prehistoric,T12-129-2
11200,T12-129-2-C,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-129-2
11201,T12-129-2-C,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-129-2
11223,T12-129-2-D,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
11224,T12-129-2-D,Tile,wall,brown glaze,Local,Poor,Archaic/Hellenistic,T12-129-2
11225,T12-129-2-D,Tile,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-129-2
11226,T12-129-2-D,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-2
11227,T12-129-2-D,Undetermined,wall,plain,Corinthian,Poor,Undetermined,T12-129-2
11228,T12-129-2-D,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-129-2
11229,T12-129-2-D,Closed shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-129-2
11230,T12-129-2-D,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-129-2
11231,T12-129-2-D,Closed shape,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-129-2
11232,T12-129-2-D,Open shape,wall,painted,Local,Poor,Archaic/Hellenistic,T12-129-2
11233,T12-129-2-D,Closed shape,wall,painted,Local,Poor,Archaic/Hellenistic,T12-129-2
11234,T12-129-2-D,Pithos,wall,coarse,Local,Poor,Prehistoric,T12-129-2
11235,T12-129-2-D,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-129-2
11236,T12-129-2-D,Open shape,wall,cooking,Local,Poor,Bronze Age,T12-129-2
11237,T12-129-2-D,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-129-2
8925,T12-129-3-A,Undetermined,rim,plain,Attic,Poor,Archaic/Hellenistic,T12-129-3
8926,T12-129-3-A,Cup,handle,plain,Attic,Medium,Archaic/Hellenistic,T12-129-3
8927,T12-129-3-A,Tile,wall,black glaze,Attic,Medium,Archaic/Hellenistic,T12-129-3
8928,T12-129-3-A,Open shape,wall,black glaze,Attic,Medium,Archaic/Hellenistic,T12-129-3
8929,T12-129-3-A,Undetermined,wall,black glaze,Attic,Medium,Archaic/Hellenistic,T12-129-3
8930,T12-129-3-A,Undetermined,wall,plain,Attic,Medium,Archaic/Hellenistic,T12-129-3
8931,T12-129-3-A,Amphora,wall,plain,Attic,Medium,Archaic/Hellenistic,T12-129-3
8932,T12-129-3-A,Undetermined,wall,coarse,Local,Medium,Undetermined,T12-129-3
9012,T12-129-3-C,Lebes,rim,black glaze,Local,Medium,Archaic,T12-129-3
9013,T12-129-3-C,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-129-3
9014,T12-129-3-C,Undetermined,wall,plain,Local,Poor,Undetermined,T12-129-3
9015,T12-129-3-C,Closed shape,wall,cooking,Import,Poor,Undetermined,T12-129-3
9032,T12-129-3-B,Tile,edge,plain,Local,Medium,Undetermined,T12-129-3
9033,T12-129-3-B,Undetermined,wall,plain,Local,Poor,Undetermined,T12-129-3
9034,T12-129-3-B,Undetermined,wall,plain,Corinthian,Poor,Undetermined,T12-129-3
9035,T12-129-3-B,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-129-3
9036,T12-129-3-B,Amphora,wall,plain,Local,Medium,Undetermined,T12-129-3
9037,T12-129-3-D,Undetermined,handle,cooking,Import,Poor,Undetermined,T12-129-3
9038,T12-129-3-D,Undetermined,wall,plain,Local,Poor,Undetermined,T12-129-3
9039,T12-129-3-D,Undetermined,wall,painted,Corinthian,Poor,Geometric/Archaic,T12-129-3
9040,T12-129-3-D,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-129-3
9049,T12-129-3-D,Stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-129-3
8933,T12-129-4-A,Undetermined,handle,coarse,Local,Medium,Undetermined,T12-129-4
8934,T12-129-4-A,Undetermined,wall,coarse,Local,Medium,Undetermined,T12-129-4
8935,T12-129-4-A,Tile,wall,plain,Attic,Medium,Archaic/Hellenistic,T12-129-4
8936,T12-129-4-A,Undetermined,wall,plain,Attic,Poor,Archaic/Hellenistic,T12-129-4
8996,T12-129-4-B,Louterion,wall,black glaze,Corinthian,Poor,Geometric/Archaic,T12-129-4
8997,T12-129-4-B,Undetermined,handle,coarse,Local,Poor,Undetermined,T12-129-4
8998,T12-129-4-B,Basin,handle,coarse,Local,Poor,Undetermined,T12-129-4
8999,T12-129-4-B,Open shape,rim,plain,Local,Poor,Undetermined,T12-129-4
9000,T12-129-4-B,Open shape,rim,plain,Local,Poor,Undetermined,T12-129-4
9001,T12-129-4-B,Cooking pot,rim,cooking,Import,Poor,Undetermined,T12-129-4
9002,T12-129-4-B,Undetermined,wall,brown glaze,Local,Poor,Archaic/Classical,T12-129-4
9003,T12-129-4-B,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-129-4
9004,T12-129-4-B,Undetermined,wall,plain,Local,Poor,Undetermined,T12-129-4
9005,T12-129-4-B,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-129-4
11202,T12-129-4-D,Open shape,wall,black glaze,Local,Poor,Classical,T12-129-4
11203,T12-129-4-D,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-4
11204,T12-129-4-D,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-129-4
11205,T12-129-4-D,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-129-4
11206,T12-129-4-D,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-4
11207,T12-129-4-D,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-129-4
11208,T12-129-4-D,Undetermined,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-129-4
11209,T12-129-4-C,Tile,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-4
11210,T12-129-4-C,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-129-4
11211,T12-129-4-C,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-129-4
11212,T12-129-4-C,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-129-4
11213,T12-129-4-C,Stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-129-4
11092,T12-130-1-A,Cooking pot,handle,cooking,Local,Medium,Archaic/Hellenistic,T12-130-1
11093,T12-130-1-A,Cooking pot,handle,cooking,Local,Medium,Archaic/Hellenistic,T12-130-1
11094,T12-130-1-A,Closed shape,handle,plain,Attic,Medium,Archaic/Hellenistic,T12-130-1
11095,T12-130-1-A,Stemmed cup,foot,black glaze,Attic,Medium,Archaic/Hellenistic,T12-130-1
11096,T12-130-1-A,Undetermined,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-130-1
11097,T12-130-1-A,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-130-1
11098,T12-130-1-A,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
11099,T12-130-1-A,Pithos,wall,coarse,Local,Poor,Archaic/Hellenistic,T12-130-1
11100,T12-130-1-A,Pithos,wall,coarse,Local,Poor,Archaic/Hellenistic,T12-130-1
12861,T12-130-1-D,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12862,T12-130-1-D,Tile,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12863,T12-130-1-D,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12864,T12-130-1-D,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12865,T12-130-1-D,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-130-1
12866,T12-130-1-D,Undetermined,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-1
12867,T12-130-1-D,Open shape,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-130-1
12868,T12-130-1-D,Undetermined,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-130-1
12869,T12-130-1-D,Cup,handle,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12870,T12-130-1-D,Cooking pot,rim,cooking,Local,Poor,Prehistoric,T12-130-1
12871,T12-130-1-D,Grinding stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-130-1
12872,T12-130-1-B,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12873,T12-130-1-B,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12874,T12-130-1-B,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-130-1
12875,T12-130-1-B,Undetermined,wall,coarse,Local,Poor,Archaic/Hellenistic,T12-130-1
12876,T12-130-1-B,Pithos,wall,coarse,Local,Poor,Undetermined,T12-130-1
12877,T12-130-1-B,Closed shape,wall,painted,Local,Poor,Geometric,T12-130-1
12878,T12-130-1-B,Pithos,handle root,cooking,Local,Poor,Prehistoric,T12-130-1
12879,T12-130-1-B,Cup,base,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-1
12880,T12-130-1-B,Jug,base,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12881,T12-130-1-B,Amphora,handle,cooking,Import,Medium,Archaic/Hellenistic,T12-130-1
12882,T12-130-1-B,Pithos,rim,cooking,Local,Medium,Archaic/Hellenistic,T12-130-1
12883,T12-130-1-C,Stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-130-1
12884,T12-130-1-C,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12885,T12-130-1-C,Amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-130-1
12886,T12-130-1-C,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12887,T12-130-1-C,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-130-1
12888,T12-130-1-C,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-130-1
12889,T12-130-1-C,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-130-1
12890,T12-130-1-C,Closed shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-1
12891,T12-130-1-C,Cooking pot,handle,cooking,Local,Poor,Prehistoric,T12-130-1
12892,T12-130-1-C,Undetermined,base,plain,Local,Poor,Archaic/Hellenistic,T12-130-1
12893,T12-130-1-C,Grinding stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-130-1
11061,T12-130-2-D,Stand,base,plain,Local,Medium,Bronze Age,T12-130-2
11062,T12-130-2-D,Closed shape,handle,plain,Attic,Medium,Archaic/Hellenistic,T12-130-2
11063,T12-130-2-D,Amphora,peg,plain,Import,Medium,Classical/Hellenistic,T12-130-2
11064,T12-130-2-D,Cup,rim,black glaze,Attic,Medium,Archaic/Hellenistic,T12-130-2
11065,T12-130-2-D,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-130-2
11066,T12-130-2-D,Cooking pot,wall,cooking,Local,Medium,Undetermined,T12-130-2
11067,T12-130-2-D,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-130-2
11068,T12-130-2-D,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-130-2
11069,T12-130-2-D,Undetermined,wall,plain,Local,Medium,Archaic/Hellenistic,T12-130-2
12907,T12-130-2-B,Amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-130-2
12908,T12-130-2-B,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-2
12909,T12-130-2-B,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-130-2
12910,T12-130-2-B,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-130-2
12911,T12-130-2-B,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-130-2
12912,T12-130-2-B,Tile,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-2
12913,T12-130-2-B,Undetermined,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-2
12914,T12-130-2-B,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-2
12915,T12-130-2-B,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-2
12916,T12-130-2-B,Closed shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-2
12917,T12-130-2-B,Closed shape,wall,brown glaze,Local,Poor,Archaic/Hellenistic,T12-130-2
12918,T12-130-2-B,Lekythos,wall,black glaze,Attic,Medium,Archaic/Hellenistic,T12-130-2
12919,T12-130-2-B,Jug,base,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-2
12920,T12-130-2-B,Cooking pot,rim,cooking,Local,Poor,Prehistoric,T12-130-2
12921,T12-130-2-B,Closed shape,base,red glazed,Local,Poor,Archaic/Hellenistic,T12-130-2
12922,T12-130-2-B,Cooking pot,lug,cooking,Local,Poor,Prehistoric,T12-130-2
12923,T12-130-2-B,Jar,rim,cooking,Local,Poor,Prehistoric,T12-130-2
12924,T12-130-2-B,Closed shape,foot,cooking,Local,Poor,Classical,T12-130-2
12925,T12-130-2-B,Shell,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-130-2
12926,T12-130-2-A,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-2
12927,T12-130-2-A,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-130-2
12928,T12-130-2-A,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-130-2
12929,T12-130-2-A,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-130-2
12930,T12-130-2-A,Undetermined,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-130-2
12931,T12-130-2-A,Open shape,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-130-2
12932,T12-130-2-A,Closed shape,handle root,plain,Local,Poor,Archaic/Hellenistic,T12-130-2
12933,T12-130-2-A,Jug,base,plain,Local,Poor,Archaic/Hellenistic,T12-130-2
12934,T12-130-2-A,Amphora,handle,plain,Local,Poor,Archaic/Hellenistic,T12-130-2
12935,T12-130-2-A,Undetermined,handle,cooking,Local,Poor,Prehistoric,T12-130-2
12936,T12-130-2-A,Jar,base,coarse,Local,Poor,Prehistoric,T12-130-2
11070,T12-130-3-B,Grinding stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-130-3
11071,T12-130-3-B,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-130-3
11072,T12-130-3-B,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-130-3
11073,T12-130-3-B,Pithos,base,coarse,Local,Medium,Prehistoric,T12-130-3
11074,T12-130-3-B,Closed shape,neck,black glaze,Attic,Medium,Archaic/Hellenistic,T12-130-3
11075,T12-130-3-B,Closed shape,stand,plain,Attic,Medium,Archaic/Hellenistic,T12-130-3
11076,T12-130-3-B,Louterion,rim,coarse,Corinthian,Medium,Undetermined,T12-130-3
11077,T12-130-3-B,Chytra,rim,cooking,Local,Medium,Undetermined,T12-130-3
11078,T12-130-3-B,Jug,rim,plain,Attic,Medium,Archaic/Hellenistic,T12-130-3
